"Date","Treatment","Period","Subject","Group","Profit","TotalProfit","Participate","role","subrole","proposer","punisher","proposal","winning_allocation","winning_allocation_real","a1choice","a2choice","a3choice","a1choice_real","a2choice_real","a3choice_real","bchoice1","bchoice2","bchoice3","bchoice_real[1]","bchoice_real[2]","bchoice_real[3]","allocationA","allocationB","ug_self","ug_other","ug_accept[1]","ug_accept[2]","ug_accept[3]","ug_accept[4]","ug_accept[5]","ug_accept[6]","guess","guessBrackets[1]","guessBrackets[2]","guessBrackets[3]","guessBrackets[4]","guessBrackets[5]","brackets[1]","brackets[2]","brackets[3]","brackets[4]","brackets[5]","prog_rand","prog_randpunisher","prog_rand2","prog_rand3","prog_rank","prog_rank2","ugRole","ugGroup","role_rank","proposal_submitted","current_voter","a1choice_p","a2choice_p","a3choice_p","payment_period","stage1profit","profit_stage1role","profit_stage1subrole","profit_stage1proposer","profit_stage1proposal","profit_stage1punisher","profit_stage1a1","profit_stage1a2","profit_stage1a3","profit_stage1b1","profit_stage1b2","profit_stage1b3","profit_winningAllocation","ispaymentround","stage2bProfit","stage2aProfit","stage3Profit","stage4Profit","gamble[1]","gamble[2]","gamble[3]","gamble[4]","gamble[5]","risk_choice","risk_location","circle_random","perturbation_multiplier","perturb[1]","perturb[2]","perturb[3]","perturb[4]","show_results","winner","show_error","click_x","click_y","TimeOKInstructionsIOK","q1","q2","q3","q4","q5","q6","q7","q1a","q2a","q3a","q4a","q5a","q6a","q7a","q1c","q2c","q3c","q4c","q5c","q6c","q7c","allright","show_info","interval","TimeSubmitQuiz1OK","TimeContinueQuiz1OK","TimeTryAgainQuiz1OK","TimeSubmitQuiz2OK","TimeContinueQuiz2OK","TimeTryAgainQuiz2OK","TimeSubmitQuiz3OK","TimeContinueQuiz3OK","TimeTryAgainQuiz3OK","TimeSubmitQuiz4OK","TimeContinueQuiz4OK","TimeTryAgainQuiz4OK","LeaveStage","TimeSubmitADecisionOK","TimeVoteADecisionOK","showWin","bsdone","show_errors","TimeSubmitBDecisionOK","TimeOKBDecisionOK","groupBeautyContest","TimeContinueBCGame1OK","sumGuessPercentage","true","false","displayContinueButton","TimeSubmitBCGame2OK","TimeContinueBCGame2OK","distance","BC_winner","diffBrackets","TimeOKUGGame1OK","TimeOKUGGame2OK","TimeOKEGTaskOK","prog_ug_t1","prog_ug_t2","prog_ug_accepted","TimeOKFinalResultsOK"
"141107_1007",1,2,18,2,0,0,0,1,1,2,1,3,2,3,2,2,2,3,3,3,0,0,0,0,0,0,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0.550063248979888,1,0.899697514204168,0.334355606853196,8,16,1,8,4,1,4,-1,-1,-1,12,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,4,3,1,2,5,-1,-1,2,0,0,0,0,0,0,-1,0,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,2,0,26,NA,1,NA,0,1,0,NA,NA,NA,0.500016497886189,0,105,NA,NA,NA,-1,-1,-1,NA
"141107_1007",1,3,1,3,0,0,0,0,1,1,3,3,2,3,2,1,2,3,2,3,-1,-1,-1,0,0,0,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0.725268024357626,3,0.867114948978235,0.242777565141571,14,16,1,8,7,1,4,2,-1,-1,17,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,4,3,1,2,5,-1,-1,2,0,0,0,0,0,0,-1,0,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-5,1,2,0,0,NA,1,NA,0,1,0,NA,NA,NA,0.50005193568233,0,105,NA,NA,NA,-1,-1,-1,NA
"141107_1007",1,3,2,2,0,0,0,0,1,1,2,3,2,3,2,2,2,3,3,3,-1,-1,-1,0,0,0,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0.569179684188766,3,0.129271193933334,0.923886466735921,9,3,2,2,4,1,4,2,-1,-1,24,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,4,3,1,2,5,-1,-1,2,0,0,0,0,0,0,-1,0,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16,9,1,2,0,0,NA,1,NA,0,1,0,NA,NA,NA,0.500084684911689,0,105,NA,NA,NA,-1,-1,-1,NA
"141107_1007",1,3,3,2,0,0,0,1,1,1,2,3,2,3,2,2,2,3,3,3,0,0,0,0,0,0,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0.43104567585096,2,0.0328355515528636,0.135198012057318,7,1,2,1,4,1,4,-1,-1,-1,17,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,2,1,5,4,3,-1,-1,1,0,0,0,0,0,0,-1,0,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,2,0,27,NA,1,NA,0,1,0,NA,NA,NA,0.50002392874906,0,105,NA,NA,NA,-1,-1,-1,NA
"141107_1007",1,3,4,1,0,0,0,1,3,1,2,1,2,2,2,2,2,2,2,2,7,0,0,0,0,0,7,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0.370889055249695,1,0.25892503757911,0.291314268620365,6,9,2,5,3,1,4,-1,-1,-1,17,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,2,1,5,4,3,-1,-1,1,0,0,0,0,0,0,-1,0,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,2,0,8,NA,1,NA,0,1,0,NA,NA,NA,0.500050695055002,0,105,NA,NA,NA,-1,-1,-1,NA
"141107_1007",1,3,5,1,0,0,0,0,3,1,2,1,2,2,2,2,2,2,2,2,-1,-1,-1,0,0,0,7,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0.348357015451583,2,0.588286687428265,0.272721290249713,4,12,1,6,3,1,4,-1,-1,2,12,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,3,5,4,1,2,-1,-1,0,0,0,0,0,0,0,-1,0,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-35,1,2,0,0,NA,1,NA,0,1,0,NA,NA,NA,0.500099310758849,0,105,NA,NA,NA,-1,-1,-1,NA
"141107_1007",1,3,6,3,0,0,0,1,3,1,3,3,2,3,2,1,2,3,2,3,0,0,0,0,0,0,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0.83635869474912,2,0.914200290997606,0.532351581627667,17,18,1,9,9,1,4,-1,-1,-1,13,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,5,4,2,3,1,-1,-1,3,0,0,0,0,0,0,-1,0,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,2,0,21,NA,1,NA,0,1,0,NA,NA,NA,0.500027720281588,0,105,NA,NA,NA,-1,-1,-1,NA
"141107_1007",1,3,7,2,0,0,0,0,2,1,2,3,2,3,2,2,2,3,3,3,-1,-1,-1,0,0,0,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0.575818992022341,1,0.692754422171393,0.626725226932543,10,13,2,7,5,1,4,-1,2,-1,16,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,5,4,2,3,1,-1,-1,3,0,0,0,0,0,0,-1,0,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,1,2,0,0,NA,1,NA,0,1,0,NA,NA,NA,0.500034561231888,0,105,NA,NA,NA,-1,-1,-1,NA
"141107_1007",1,3,8,1,0,0,0,1,1,1,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,7,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0.0306368894086391,2,0.202952160594497,0.0801899657026818,1,6,1,3,1,1,4,-1,-1,-1,18,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,5,4,2,3,1,-1,-1,3,0,0,0,0,0,0,-1,0,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,2,0,24,NA,1,NA,0,1,0,NA,NA,NA,0.500047861408791,0,105,NA,NA,NA,-1,-1,-1,NA
"141107_1007",1,3,9,1,0,0,0,0,2,1,2,1,2,2,2,2,2,2,2,2,-1,-1,-1,0,0,0,7,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0.124249355925363,3,0.118912702481687,0.288386175077588,3,2,1,1,2,1,4,-1,2,-1,14,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,4,3,1,2,5,-1,-1,2,0,0,0,0,0,0,-1,0,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-10,1,2,0,0,NA,1,NA,0,1,0,NA,NA,NA,0.500026890823071,0,105,NA,NA,NA,-1,-1,-1,NA
"141107_1007",1,3,10,3,0,0,0,1,1,1,3,3,2,3,2,1,2,3,2,3,0,0,0,0,0,0,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0.680582648460093,3,0.752753564972781,0.123573434596683,13,15,2,8,7,1,4,-1,-1,-1,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,4,3,1,2,5,-1,-1,2,0,0,0,0,0,0,-1,0,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,2,0,25,NA,1,NA,0,1,0,NA,NA,NA,0.500044543452582,0,105,NA,NA,NA,-1,-1,-1,NA
"141107_1007",1,3,11,2,0,0,0,0,3,1,2,3,2,3,2,2,2,3,3,3,-1,-1,-1,0,0,0,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0.613199371664412,1,0.150439688074607,0.501598739298805,11,4,1,2,6,1,4,-1,-1,2,18,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,5,4,2,3,1,-1,-1,3,0,0,0,0,0,0,-1,0,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,2,0,0,NA,1,NA,0,1,0,NA,NA,NA,0.500007097190762,0,105,NA,NA,NA,-1,-1,-1,NA
"141107_1007",1,3,12,3,0,0,0,1,2,1,3,3,2,3,2,1,2,3,2,3,0,0,0,0,0,0,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0.833549291283614,3,0.194812307224987,0.856831956588119,16,5,2,3,8,1,4,-1,-1,-1,25,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,3,5,4,1,2,-1,-1,0,0,0,0,0,0,0,-1,0,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,2,0,24,NA,1,NA,0,1,0,NA,NA,NA,0.500098222436243,0,105,NA,NA,NA,-1,-1,-1,NA
"141107_1007",1,3,13,2,0,0,0,1,3,1,2,3,2,3,2,2,2,3,3,3,0,0,0,0,0,0,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0.660956437541617,1,0.908504747277361,0.462938603694988,12,17,2,9,6,1,4,-1,-1,-1,18,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,5,4,2,3,1,-1,-1,3,0,0,0,0,0,0,-1,0,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,2,0,22,NA,1,NA,0,1,0,NA,NA,NA,0.50009977060412,0,105,NA,NA,NA,-1,-1,-1,NA
"141107_1007",1,3,14,1,0,0,0,0,1,1,2,1,2,2,2,2,2,2,2,2,-1,-1,-1,0,0,0,7,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0.0888443091366646,3,0.210447530360169,0.490455984366339,2,7,2,4,1,1,4,2,-1,-1,21,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,2,1,5,4,3,-1,-1,1,0,0,0,0,0,0,-1,0,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,2,1,2,0,0,NA,1,NA,0,1,0,NA,NA,NA,0.500097686416608,0,105,NA,NA,NA,-1,-1,-1,NA
"141107_1007",1,3,15,3,0,0,0,0,2,1,3,3,2,3,2,1,2,3,2,3,-1,-1,-1,0,0,0,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0.759846430625695,1,0.565790609720066,0.350453988812144,15,11,2,6,8,1,4,-1,1,-1,13,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,5,4,2,3,1,-1,-1,3,0,0,0,0,0,0,-1,0,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-9,1,2,0,0,NA,1,NA,0,1,0,NA,NA,NA,0.500015603932932,0,105,NA,NA,NA,-1,-1,-1,NA
"141107_1007",1,3,16,2,0,0,0,1,2,1,2,3,2,3,2,2,2,3,3,3,0,0,0,0,0,0,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0.552572668787359,2,0.539923936380038,0.109312480366469,8,10,1,5,5,1,4,-1,-1,-1,24,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,3,5,4,1,2,-1,-1,0,0,0,0,0,0,0,-1,0,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,2,0,28,NA,1,NA,0,1,0,NA,NA,NA,0.500041997254799,0,105,NA,NA,NA,-1,-1,-1,NA
"141107_1007",1,3,17,3,0,0,0,0,3,1,3,3,2,3,2,1,2,3,2,3,-1,-1,-1,0,0,0,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0.991642763368619,1,0.694845761961697,0.13315335900204,18,14,1,7,9,1,4,-1,-1,2,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,5,1,-1,4,3,1,2,5,-1,-1,2,0,0,0,0,0,0,-1,0,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-14,1,2,0,0,NA,1,NA,0,1,0,NA,NA,NA,0.500006697542084,1,105,NA,NA,NA,-1,-1,-1,NA
"141107_1007",1,3,18,1,0,0,0,1,2,1,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,7,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0.370011395015759,2,0.233032416195158,0.9477264587524,5,8,1,4,2,1,4,-1,-1,-1,12,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,4,3,1,2,5,-1,-1,2,0,0,0,0,0,0,-1,0,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,2,0,25,NA,1,NA,0,1,0,NA,NA,NA,0.500071690229453,0,105,NA,NA,NA,-1,-1,-1,NA
"141107_1007",1,4,1,3,0,0,0,0,3,3,2,3,2,3,2,2,2,3,3,3,-1,-1,-1,0,0,0,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0.996017788534992,2,0.110325844078476,0.246461426954,18,2,1,1,9,1,4,-1,-1,2,17,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,3,5,4,1,2,-1,-1,0,0,0,0,0,0,0,-1,0,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13,0,1,2,0,0,NA,1,NA,0,1,0,NA,NA,NA,0.500074256701383,0,105,NA,NA,NA,-1,-1,-1,NA
"141107_1007",1,4,2,2,0,0,0,0,1,2,2,3,2,3,2,2,2,3,3,3,-1,-1,-1,0,0,0,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0.343307239629006,2,0.109288432220597,0.249284782097342,7,1,2,1,4,1,4,2,-1,-1,24,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,4,3,1,2,5,-1,-1,2,0,0,0,0,0,0,-1,0,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-6,1,2,0,0,NA,1,NA,0,1,0,NA,NA,NA,0.500039331724653,0,105,NA,NA,NA,-1,-1,-1,NA
"141107_1007",1,4,3,3,0,0,0,1,1,3,2,3,2,3,2,2,2,3,3,3,0,0,0,0,0,0,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0.72933271002459,2,0.257137912910961,0.832763559107093,12,6,1,3,7,1,4,-1,-1,-1,17,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,3,5,4,1,2,-1,-1,0,0,0,0,0,0,0,-1,0,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,2,0,27,NA,1,NA,0,1,0,NA,NA,NA,0.500014769510373,0,105,NA,NA,NA,-1,-1,-1,NA
"141107_1007",1,4,4,2,0,0,0,1,1,2,2,3,2,3,2,2,2,3,3,3,0,0,0,0,0,0,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0.396829115877314,2,0.214857519238655,0.485468489809646,8,4,1,2,4,1,4,-1,-1,-1,17,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,3,5,4,1,2,-1,-1,0,0,0,0,0,0,0,-1,0,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,2,0,24,NA,1,NA,0,1,0,NA,NA,NA,0.500053193001101,0,105,NA,NA,NA,-1,-1,-1,NA
"141107_1007",1,4,5,2,0,0,0,0,2,2,2,3,2,3,2,2,2,3,3,3,-1,-1,-1,0,0,0,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0.593195261709949,1,0.905083852310238,0.906444529027885,11,18,1,9,5,1,4,-1,2,-1,12,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,2,1,5,4,3,-1,-1,1,0,0,0,0,0,0,-1,0,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-15,1,2,0,0,NA,1,NA,0,1,0,NA,NA,NA,0.500091114687403,0,105,NA,NA,NA,-1,-1,-1,NA
"141107_1007",1,4,6,1,0,0,0,1,1,2,3,1,2,2,1,2,2,1,2,2,6,1,0,0,0,0,7,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0.0937292450544095,3,0.830129245217018,0.66346793792372,2,17,2,9,1,1,4,-1,-1,-1,13,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,2,1,5,4,3,-1,-1,1,0,0,0,0,0,0,-1,0,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,2,0,-7,NA,1,NA,0,1,0,NA,NA,NA,0.500044909832461,0,105,NA,NA,NA,-1,-1,-1,NA
"141107_1007",1,4,7,3,0,0,0,0,1,3,2,3,2,3,2,2,2,3,3,3,-1,-1,-1,0,0,0,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0.956001627704129,1,0.350829822640321,0.418075396874023,16,8,1,4,7,1,4,2,-1,-1,16,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,5,4,2,3,1,-1,-1,3,0,0,0,0,0,0,-1,0,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7,1,2,0,0,NA,1,NA,0,1,0,NA,NA,NA,0.50003238014287,0,105,NA,NA,NA,-1,-1,-1,NA
"141107_1007",1,4,8,3,0,0,0,1,3,3,2,3,2,3,2,2,2,3,3,3,0,0,0,0,0,0,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0.868040857309495,1,0.75310659210808,0.540633594403338,14,15,2,8,9,1,4,-1,-1,-1,18,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,5,4,2,3,1,-1,-1,3,0,0,0,0,0,0,-1,0,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,2,0,24,NA,1,NA,0,1,0,NA,NA,NA,0.5000148735012,0,105,NA,NA,NA,-1,-1,-1,NA
"141107_1007",1,4,9,1,0,0,0,0,2,2,3,1,2,2,1,2,2,1,2,2,-1,-1,-1,0,0,0,7,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0.208439893186297,1,0.701324096741771,0.104332766544229,5,14,1,7,2,1,4,-1,2,-1,14,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,4,3,1,2,5,-1,-1,2,0,0,0,0,0,0,-1,0,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-4,-20,1,2,0,0,NA,1,NA,0,1,0,NA,NA,NA,0.500077632021242,0,105,NA,NA,NA,-1,-1,-1,NA
"141107_1007",1,4,10,1,0,0,0,1,2,2,3,1,2,2,1,2,2,1,2,2,0,0,0,0,0,0,7,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0.162688800675184,1,0.402993353271388,0.905632683963344,3,9,2,5,2,1,4,-1,-1,-1,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,2,1,5,4,3,-1,-1,1,0,0,0,0,0,0,-1,0,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,2,0,10,NA,1,NA,0,1,0,NA,NA,NA,0.500011790697841,0,105,NA,NA,NA,-1,-1,-1,NA
